benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,cwe,ground_truth_granularity,endpoint,crawler_url,request_shape,source_request_method,input_carrier_shape,primary_input_carrier,controllable_input_count,controllable_input_names,content_type,sql_operation_category,sql_operation_markers,read_write_category,execution_api,response_observability,boolean_verifier_applicability,transport_compatibility,sql_verifier_compatibility,compatibility_class,eligible_original_external_evaluation,eligible_candidate_ranking,required_adapter,adapter_requirements,incompatibility_reason,classification_reason,candidate_representation_support,candidate_representation_gap,sanitization_required,sanitized_candidate_id,sanitized_action_path,retained_model_facing_fields,excluded_from_model_input_fields,model_facing_preview,audit_status,auditor_notes
BenchmarkTest00766,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00766.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-01/BenchmarkTest00766,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00766,POST_form,GET_delegates_to_POST,formparam+formparam+formparam+formparam,formparam,4,productID;secure;foo;BenchmarkTest00766,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest00767,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00767.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-01/BenchmarkTest00767,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00767,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest00767,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter,submit original form parameters with deterministic values,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest00768,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00768.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-01/BenchmarkTest00768,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00768,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest00768,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter,submit original form parameters with deterministic values,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest00769,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00769.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-01/BenchmarkTest00769,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00769,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest00769,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest00770,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00770.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-01/BenchmarkTest00770,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00770,POST_form,GET_delegates_to_POST,formparam+formparam+formparam,formparam,3,password;email;BenchmarkTest00770,text/html;charset=UTF-8,select_like,select,read_like,unknown,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000129,/external-v15/case-000129,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000129"", ""editable_input_count"": 3, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000129"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest00771,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00771.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-01/BenchmarkTest00771,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00771,POST_form,GET_delegates_to_POST,formparam+formparam+formparam+formparam,formparam,4,productID;secure;foo;BenchmarkTest00771,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000130,/external-v15/case-000130,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000130"", ""editable_input_count"": 4, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""larger_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000130"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest00772,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00772.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-01/BenchmarkTest00772,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00772,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest00772,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter,submit original form parameters with deterministic values,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000131,/external-v15/case-000131,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000131"", ""editable_input_count"": 1, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""single"", ""multiple_parameters"": false, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000131"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest00773,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00773.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-01/BenchmarkTest00773,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00773,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest00773,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter,submit original form parameters with deterministic values,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest00774,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00774.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-01/BenchmarkTest00774,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00774,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest00774,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest00837,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00837.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-01/BenchmarkTest00837,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00837,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest00837,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest00838,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00838.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-01/BenchmarkTest00838,https://localhost:8443/benchmark/sqli-01/BenchmarkTest00838,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest00838,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000135,/external-v15/case-000135,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000135"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000135"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
